position,condition,cell_id,area_px,length_px,width_px,feret_max_px,arc_length_px,width_pa_px,straightness,perimeter_px,solidity,eccentricity,orientation_deg,yfp_mean,yfp_median,yfp_bgsub_median,phase_bgsub_median,above_bg,is_dark,kept,reason,bg_median,bg_std,bg_tilt_x_per1kpx,bg_tilt_y_per1kpx,bg_tilt_range
pos7,SHX,4,620,48.69793788763289,16.501206795903673,46.61544808322666,45.723993176923436,14.553739894438118,1.0194964359926713,108.06242889959412,0.9408194233687405,0.9408410718184635,-24.345104809716663,645.1822509765625,663.5,543.4498176574707,-226.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,5,1370,85.57368413579634,20.830326787097004,79.22752047110903,75.52436867763288,19.185776425129735,1.049032542188901,172.9510787756101,0.9587123862841148,0.9699210349296048,0.4783202549712712,529.5831909179688,541.0,420.9649848937988,-213.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,6,758,49.35497637040816,19.66852476272578,48.30113870293329,46.00690059499753,17.98450509408538,1.0498672607427333,112.54478008385115,0.9643765903307888,0.9171633436590686,59.1594478341428,552.4880981445312,553.0,433.0863838195801,-227.5,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,7,1206,93.03931771066068,18.299881577697523,84.8528137423857,84.2994870008296,14.868956859392386,1.0065638209820975,185.5732659188851,0.848698099929627,0.9804657751135865,-84.95515478534227,1241.76611328125,1252.0,1132.3182258605957,-198.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,8,532,40.755667966682736,16.789771883212687,39.56008088970496,38.95005975261298,14.878128227624781,1.015661622625651,94.88488138904934,0.9466192170818505,0.9112011884246425,20.402720716809387,542.53759765625,559.0,439.6298408508301,-214.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,9,907,66.72915517186682,17.925225935433673,62.80127387243033,60.78234370676513,15.803929103676115,1.0332157340856287,139.60633677614084,0.9189463019250254,0.9632443879377839,83.56597050374069,761.751953125,781.0,661.855396270752,-213.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,10,1111,75.81134335224857,19.135807746104692,70.57619995437555,69.84592497816718,16.77058956292357,1.0104555129943036,158.83703179773755,0.9359730412805392,0.9676194586827264,18.52474695770588,656.0540161132812,670.0,551.4150276184082,-214.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,11,705,55.785972268151426,16.468920467183686,52.61178575186362,50.66970505118125,14.847277749131376,1.0383282416726263,118.2889533065781,0.9350132625994695,0.955430489035996,-84.53271415225706,740.8212890625,760.0,641.391040802002,-229.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,12,528,35.955294213363366,18.75432738150784,36.05551275463989,34.387318319239455,17.200960282648957,1.0485119083702172,88.41112653184076,0.9617486338797814,0.8531893738728842,-17.636729061983353,648.820068359375,648.5,529.9504280090332,-245.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,13,400,30.743194033979556,16.60310273982197,30.59411708155671,29.44622912028359,15.28727559728967,1.0389825113628017,76.34429975583558,0.9501187648456056,0.8416279090875012,84.14278215287659,749.7274780273438,749.5,631.1152839660645,-215.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,14,327,24.95360840400238,16.68555090355066,25.298221281347036,23.32152365355284,16.538210340622545,1.0847585113716642,65.52294673548313,0.9674556213017751,0.7435657291371314,12.540860776957695,125.03669738769531,124.0,5.633167266845703,-161.0,False,True,False,yfp_below_background,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,15,955,66.37773444267307,18.612474328670825,62.36184731067546,61.7319304506748,16.405771447650714,1.0102040687113125,142.19256906246085,0.9502487562189055,0.9598825493616164,14.652417475190195,540.8209228515625,549.0,430.7510566711426,-182.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,16,727,49.75620222660205,18.955139858548836,47.75981574503821,47.04927583818434,16.728272987493135,1.015102037049361,113.19542522613543,0.9453836150845254,0.9245913784937502,19.631000816802683,304.7290344238281,305.0,186.75908279418945,-189.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
pos7,SHX,17,777,58.015695829577595,17.433966460800622,54.70831746635972,53.459182808378536,15.498734323019717,1.0233661382827088,124.61160685985635,0.9418181818181818,0.9537804577437043,55.83945306616783,677.2265014648438,684.0,565.7873420715332,-174.0,True,True,True,ok,119.6500015258789,7.363167762756348,-0.04404979571700096,-1.8485780954360962,3.87420654296875
