position,trench,track_id,event_type,frame,time_h,time_h_post_drug,has_time,G,D,daughters,L_pre,L_products,delta_dip,n_obs,confirmed_by
Pos14,24,r24c11,division,16.0,2.6666666666666665,-0.3333333333333333,True,,,r24c21,135.37158457667755,118.9406543410993,1.0977832575284576,,mask+YFP
Pos14,24,r24c11,halt,20.0,3.3333333333333335,0.3333333333333333,True,0.0492771437472967,0.0,,,,,16.0,fate=HALTED
Pos14,24,r24c23,halt,20.0,3.3333333333333335,0.3333333333333333,True,-0.0831642637812288,0.0,,,,,14.0,fate=HALTED
Pos14,28,r28c16,halt,20.0,3.3333333333333335,0.3333333333333333,True,-0.0047340343134152,0.0,,,,,16.0,fate=HALTED
Pos14,28,r28c6,halt,20.0,3.3333333333333335,0.3333333333333333,True,0.0308562899163185,0.0,,,,,16.0,fate=HALTED
Pos14,22,r22c15,division,21.0,3.5,0.5,True,,,r22c20,102.3774888473032,113.29934090010497,0.5195506587781199,,mask+YFP
Pos14,2,r2c31,division,21.0,3.5,0.5,True,,,r2c39,108.13769356698984,116.97612024776728,0.5908611018469565,,mask+YFP
Pos14,11,r11c14,halt,21.0,3.5,0.5,True,0.0882405309181502,0.0,,,,,16.0,fate=HALTED
Pos14,22,r22c18,halt,22.0,3.6666666666666665,0.6666666666666666,True,0.0076054251553934,0.0,,,,,16.0,fate=HALTED
Pos14,22,r22c20,halt,22.0,3.6666666666666665,0.6666666666666666,True,-0.1147836350531852,0.0,,,,,15.0,fate=HALTED
Pos14,25,r25c18,halt,22.0,3.6666666666666665,0.6666666666666666,True,-0.0241644393376221,0.0,,,,,15.0,fate=HALTED
Pos14,28,r28c14,halt,22.0,3.6666666666666665,0.6666666666666666,True,-0.0977407219312649,0.0,,,,,16.0,fate=HALTED
Pos14,2,r2c35,halt,22.0,3.6666666666666665,0.6666666666666666,True,0.0022873810208818,0.0,,,,,16.0,fate=HALTED
Pos14,2,r2c39,halt,22.0,3.6666666666666665,0.6666666666666666,True,0.0186648449115445,0.0,,,,,15.0,fate=HALTED
Pos14,3,r3c20,halt,22.0,3.6666666666666665,0.6666666666666666,True,0.0569354570959959,0.0,,,,,16.0,fate=HALTED
Pos14,6,r6c12,halt,22.0,3.6666666666666665,0.6666666666666666,True,-0.2881156426883229,0.0,,,,,16.0,fate=HALTED
Pos14,11,r11c18,halt,23.0,3.8333333333333335,0.8333333333333334,True,0.1262534335429066,0.0,,,,,16.0,fate=HALTED
Pos14,14,r14c30,halt,23.0,3.8333333333333335,0.8333333333333334,True,0.108337352590901,0.0,,,,,16.0,fate=HALTED
Pos14,17,r17c26,halt,23.0,3.8333333333333335,0.8333333333333334,True,0.0865634180717993,0.0,,,,,15.0,fate=HALTED
Pos14,22,r22c16,halt,23.0,3.8333333333333335,0.8333333333333334,True,0.0965964390564453,0.0,,,,,16.0,fate=HALTED
Pos14,28,r28c18,halt,23.0,3.8333333333333335,0.8333333333333334,True,0.1275780014634633,0.0,,,,,16.0,fate=HALTED
Pos14,3,r3c21,halt,23.0,3.8333333333333335,0.8333333333333334,True,0.0586198077775965,0.0,,,,,16.0,fate=HALTED
Pos14,2,r2c33,halt,25.0,4.166666666666667,1.1666666666666667,True,-0.2281202361560597,0.0,,,,,16.0,fate=HALTED
Pos14,3,r3c9,halt,25.0,4.166666666666667,1.1666666666666667,True,0.0206496325622351,0.0,,,,,16.0,fate=HALTED
Pos14,17,r17c30,halt,26.0,4.333333333333333,1.3333333333333333,True,-0.0266152992111159,0.0,,,,,15.0,fate=HALTED
Pos14,25,r25c14,halt,26.0,4.333333333333333,1.3333333333333333,True,0.0926394768051874,0.0,,,,,16.0,fate=HALTED
Pos14,6,r6c38,halt,26.0,4.333333333333333,1.3333333333333333,True,0.0671146886924889,0.0,,,,,13.0,fate=HALTED
Pos14,6,r6c25,halt,29.0,4.833333333333333,1.8333333333333333,True,0.0535214010350193,0.0,,,,,16.0,fate=HALTED
Pos14,6,r6c30,halt,31.0,5.166666666666667,2.1666666666666665,True,0.0219163135181936,0.0,,,,,16.0,fate=HALTED
Pos14,6,r6c35,halt,32.0,5.333333333333333,2.3333333333333335,True,0.0109462894390386,0.0,,,,,14.0,fate=HALTED
Pos14,12,r12c18,halt,,,,False,-0.134813949864931,0.0,,,,,16.0,fate=HALTED
