gene,gene_clean,P_i_above,P_i_top5,P_i_top10
pcm,pcm,0.007141315098818488,0.016899575983835954,0.010146536731224745
rbn,rbn,0.006625475705256376,0.015081406943473947,0.009459923619495532
glxR,glxR,0.006252766305267866,0.004502926294373018,0.008695147683413604
yhhY,yhhY,0.006069685596769076,0.005625550176994044,0.007795184773345051
ybjH,ybjH,0.006069685596769076,0.005625550176994044,0.007795184773345051
php,php,0.0059465013909616605,0.0022995450157776336,0.008208621095754372
flgG,flgG,0.00576668901175456,0.013680685737328122,0.008151096382736813
cbrA,cbrA,0.005718801346685325,0.013549879463041111,0.008123967869881954
wcaL,wcaL,0.005177210425298359,0.0124848779173645,0.007351933054767121
fucI,fucI,0.005132663340927536,0.01241232344340511,0.007322426390451243
setA,setA,0.0050362600198442155,0.000802782646954196,0.006857650041429931
wbbH,wbbH,0.005012612614236886,0.01189869688563788,0.0069819177570922515
yfaT,yfaT,0.00479552021284902,0.011522714514414441,0.006758800069284103
yeeV,yeeV,0.004663433200437733,0.011269483770929957,0.0066513809809392145
yphD,yphD,0.004464817153447389,0.006255789286936931,0.006231204180416783
yraH,yraH,0.004397697476688779,0.010194650786919477,0.006130811104165489
ftsI,ftsI,0.004344517489241825,0.0010081143470335153,0.005966722062012659
ydiR,ydiR,0.004108797281800859,0.001081185037654885,0.005602049420409709
yjcF,yjcF,0.0039233186331509035,7.548305939581241e-05,0.0008544290402681856
tyrT,tyrT,0.003866201576850322,0.007738884216649129,0.005299394830104203
mpl,mpl,0.0038074171566856553,0.0006128337801310955,0.005248203124811699
alsE,alsE,0.003742741306504389,0.004804008392127151,0.004476066096966445
yegT,yegT,0.003686440705380451,0.0011526724132660203,0.004853139274907944
envZ,envZ,0.0036376976119379947,0.0030317488699319064,0.004599782278952944
dppF,dppF,0.003633105339522317,0.0007354215556857267,0.004961356459491677
arnC,arnC,0.0036079035503524147,0.0011851666539260302,0.004802591410550026
yfaS,yfaS,0.0035849541084678896,0.00018536908339483063,0.0004787177234077361
ygaU,ygaU,0.003519065094827452,0.0034699403470093712,0.0047468425262600705
xdhA,xdhA,0.0035137611085912903,0.0004021171519950065,0.004735378039956835
yhjY,yhjY,0.0034791876508454226,0.0019497376335607414,0.0033150674303090493
thrU---thrToperon,thrU---thrToperon,0.003455315355230865,0.0075408546859649025,0.004693859051060351
yadK,yadK,0.0034333522551484343,0.0005650975138014947,0.0046043956909234095
cybB,cybB,0.003334217938819325,0.0012231456198416608,0.004508451943967178
rhaS,rhaS,0.0033323463076242307,0.007639415040340029,0.004666806784257369
tff,tff,0.0033192008344839425,0.005139112577254019,0.0030778304049508495
ykgO,ykgO,0.003260860343502939,0.002340823104129642,0.0040315263924877425
yceF,yceF,0.0032266296979964427,0.0030859496836258466,0.004533727291701973
yhiJ,yhiJ,0.0032086524435273175,0.00017275773632794336,0.0007615473042362631
rrfB,rrfB,0.0031901216617643466,0.00668108762178278,0.004300067451962326
ycfK,ycfK,0.0031308451912007997,0.007115656776093075,0.004465918147833073
yjiO,yjiO,0.0030873376750523303,0.006758593294700001,0.004308659535586059
yehE,yehE,0.0030821601571200704,0.007053799376793674,0.004351583133119636
ygjG,ygjG,0.0030532466284505983,0.002023933587866062,0.001549147716531492
ycjW,ycjW,0.003039408123371424,0.00022080381007444564,0.0041113660458409074
kdsB,kdsB,0.003034127131754008,0.0009994385645110565,0.003401876978964373
lolC,lolC,0.0029861242404105445,0.0006880380779638222,0.0005022839089737035
gabP,gabP,0.002950202989239108,0.0019444381446526017,0.003937538092539818
yebR,yebR,0.0028594895279531484,7.601172069005454e-05,0.000480792147339053
ybdM,ybdM,0.0028428746893351935,0.0023677374092493804,0.0035468648441599935
yegK,yegK,0.0028392590119194266,9.445858950871498e-05,0.0006798294932607313
hycH,hycH,0.002835561497463102,8.222040461470297e-05,0.00028164564118712034
