GO_ID,Term,Category,p_value,FDR,Ratio_in_study,Ratio_in_pop
GO:0002181,cytoplasmic translation,BP,9.105850600526865e-09,1.0562786696611165e-05,"(13, 74)","(38, 1471)"
GO:0006412,translation,BP,4.377830612197035e-06,0.00253914175507428,"(13, 74)","(61, 1471)"
